"AS58553","IDNIC-3DTECH-ID PT 3D Tech",{v: 0.00, f:'0.00%'},{v: 0.00, f: '0.00%'},772,
"AS38156","ROUTELINK-AS-ID Internet Service Provider",{v: 0.00, f:'0.00%'},{v: 0.00, f: '0.00%'},762,
"AS63499","IDNIC-UNP-AS-ID Universitas Negeri Padang",{v: 0.00, f:'0.00%'},{v: 0.00, f: '0.00%'},758,
"AS38162","DELTA-AS-ID PT Delta Nusantara Networks",{v: 0.00, f:'0.00%'},{v: 0.00, f: '0.00%'},757,
"AS55656","DEPHUB-AS-ID Ministry of Transportation Republic of Indonesia",{v: 0.00, f:'0.00%'},{v: 0.00, f: '0.00%'},756,
"AS18365","GRAMEDIA-ID GRAMEDIA, PT.",{v: 0.00, f:'0.00%'},{v: 0.00, f: '0.00%'},751,
"AS38766","BMP-AS-ID PT. Bumi Merbabu Permai",{v: 0.00, f:'0.00%'},{v: 0.00, f: '0.00%'},745,
"AS63510","UNSYIAH-AS-ID Syiah Kuala University (Unsyiah)",{v: 0.00, f:'0.00%'},{v: 0.00, f: '0.00%'},739,
"AS132637","BITSNET-AS-ID PT BINA INFORMATIKA SOLUSI",{v: 0.00, f:'0.00%'},{v: 0.00, f: '0.00%'},736,
"AS132642","IDNIC-UAD-AS-ID Universitas Ahmad Dahlan",{v: 0.14, f:'0.14%'},{v: 0.14, f: '0.14%'},734,
"AS45295","KEPRINET-AS-ID PT. Cipta Informatika Cemerlang",{v: 0.00, f:'0.00%'},{v: 0.00, f: '0.00%'},729,
"AS131699","IDNIC-DMA-AS-ID PT. Deltrasindo Mitra Asiatama",{v: 0.00, f:'0.00%'},{v: 0.00, f: '0.00%'},725,
"AS131734","IDNIC-UINJKT-AS-ID Universitas Islam Negeri Syarif Hidayatullah Jakarta",{v: 0.00, f:'0.00%'},{v: 0.00, f: '0.00%'},725,
"AS131717","IDNIC-CIFO-AS-ID PT Citra Jelajah Informatika",{v: 0.00, f:'0.00%'},{v: 0.00, f: '0.00%'},724,
"AS45725","KINGS-AS-ID Kings Network Indonesia, PT",{v: 0.00, f:'0.00%'},{v: 0.00, f: '0.00%'},720,
"AS131763","IDNIC-TADULAKO-AS-ID Universitas Tadulako",{v: 0.00, f:'0.00%'},{v: 0.00, f: '0.00%'},718,
"AS45712","DEPLU-AS-ID Departemen Luar Negeri Republik Indonesia",{v: 0.00, f:'0.00%'},{v: 0.00, f: '0.00%'},703,
"AS17910","TIGAKOM-AS-ID PT. Tigatra Infokom",{v: 0.00, f:'0.00%'},{v: 0.00, f: '0.00%'},692,
"AS55670","UNIVERSALNET-AS-ID PT. Universal Broadband",{v: 0.00, f:'0.00%'},{v: 0.00, f: '0.00%'},691,
"AS38524","LAXONET-AS-ID Laxo Global Akses, PT",{v: 0.00, f:'0.00%'},{v: 0.00, f: '0.00%'},683,
"AS131724","IDNIC-DINHUBKOMINFO-JATENG-AS-ID DINHUBKOMINFO PEMPROV. JAWA TENGAH",{v: 0.00, f:'0.00%'},{v: 0.00, f: '0.00%'},674,
"AS38502","MDPNET-AS-ID PT. MULTI DATA PALEMBANG",{v: 0.00, f:'0.00%'},{v: 0.00, f: '0.00%'},672,
"AS55680","KSI-UAJY-AS-ID Kantor Sistem Informasi Universitas Atma Jaya Yogyakarta",{v: 0.00, f:'0.00%'},{v: 0.00, f: '0.00%'},665,
"AS63490","IDNIC-ARTHAHOSTING-AS-ID PT Artha Media Lintas Nusa",{v: 0.00, f:'0.00%'},{v: 0.00, f: '0.00%'},661,
"AS38769","BITEK-AS-ID PT. Bit Technology Nusantara",{v: 0.00, f:'0.00%'},{v: 0.00, f: '0.00%'},660,
"AS136058","IDNIC-TRUNOJOYO-AS-ID UNIVERSITAS TRUNOJOYO MADURA",{v: 0.00, f:'0.00%'},{v: 0.00, f: '0.00%'},658,
"AS46054","WLAN-AS-ID PT Wahana Lintas Nusa Persada",{v: 0.00, f:'0.00%'},{v: 0.00, f: '0.00%'},658,
"AS59150","IDNIC-RTIGA-AS-ID PT Rtiga Global Media",{v: 0.00, f:'0.00%'},{v: 0.00, f: '0.00%'},656,
